,VideoIdx,Class,Image,FrameIdx,t0
13110,V69,0,EmbryonVideoClassif/Frames/V69/211.png,211.png,21.75
13111,V69,0,EmbryonVideoClassif/Frames/V69/212.png,212.png,21.75
13112,V69,0,EmbryonVideoClassif/Frames/V69/213.png,213.png,21.75
13113,V69,0,EmbryonVideoClassif/Frames/V69/214.png,214.png,21.75
13114,V69,0,EmbryonVideoClassif/Frames/V69/215.png,215.png,21.75
13115,V69,0,EmbryonVideoClassif/Frames/V69/216.png,216.png,21.75
13116,V69,0,EmbryonVideoClassif/Frames/V69/217.png,217.png,21.75
13117,V69,0,EmbryonVideoClassif/Frames/V69/218.png,218.png,21.75
13118,V69,0,EmbryonVideoClassif/Frames/V69/219.png,219.png,21.75
13119,V69,0,EmbryonVideoClassif/Frames/V69/220.png,220.png,21.75
13120,V69,0,EmbryonVideoClassif/Frames/V69/221.png,221.png,21.75
13121,V69,0,EmbryonVideoClassif/Frames/V69/222.png,222.png,21.75
13122,V69,0,EmbryonVideoClassif/Frames/V69/223.png,223.png,21.75
13123,V69,0,EmbryonVideoClassif/Frames/V69/224.png,224.png,21.75
13124,V69,0,EmbryonVideoClassif/Frames/V69/225.png,225.png,21.75
13125,V69,0,EmbryonVideoClassif/Frames/V69/226.png,226.png,21.75
13126,V69,0,EmbryonVideoClassif/Frames/V69/227.png,227.png,21.75
13127,V69,0,EmbryonVideoClassif/Frames/V69/228.png,228.png,21.75
13128,V69,0,EmbryonVideoClassif/Frames/V69/229.png,229.png,21.75
13129,V69,0,EmbryonVideoClassif/Frames/V69/230.png,230.png,21.75
13130,V69,0,EmbryonVideoClassif/Frames/V69/231.png,231.png,21.75
13131,V69,0,EmbryonVideoClassif/Frames/V69/232.png,232.png,21.75
13132,V69,0,EmbryonVideoClassif/Frames/V69/233.png,233.png,21.75
13133,V69,0,EmbryonVideoClassif/Frames/V69/234.png,234.png,21.75
13134,V69,0,EmbryonVideoClassif/Frames/V69/235.png,235.png,21.75
13135,V69,0,EmbryonVideoClassif/Frames/V69/236.png,236.png,21.75
13136,V69,0,EmbryonVideoClassif/Frames/V69/237.png,237.png,21.75
13137,V69,0,EmbryonVideoClassif/Frames/V69/238.png,238.png,21.75
13138,V69,0,EmbryonVideoClassif/Frames/V69/239.png,239.png,21.75
13139,V69,0,EmbryonVideoClassif/Frames/V69/240.png,240.png,21.75
13140,V69,0,EmbryonVideoClassif/Frames/V69/241.png,241.png,21.75
13141,V69,0,EmbryonVideoClassif/Frames/V69/242.png,242.png,21.75
13142,V69,0,EmbryonVideoClassif/Frames/V69/243.png,243.png,21.75
13143,V69,0,EmbryonVideoClassif/Frames/V69/244.png,244.png,21.75
13144,V69,0,EmbryonVideoClassif/Frames/V69/245.png,245.png,21.75
13145,V69,0,EmbryonVideoClassif/Frames/V69/246.png,246.png,21.75
13146,V69,0,EmbryonVideoClassif/Frames/V69/247.png,247.png,21.75
13147,V69,0,EmbryonVideoClassif/Frames/V69/248.png,248.png,21.75
13148,V69,0,EmbryonVideoClassif/Frames/V69/249.png,249.png,21.75
13149,V69,0,EmbryonVideoClassif/Frames/V69/250.png,250.png,21.75
13150,V69,0,EmbryonVideoClassif/Frames/V69/251.png,251.png,21.75
13151,V69,0,EmbryonVideoClassif/Frames/V69/252.png,252.png,21.75
13152,V69,0,EmbryonVideoClassif/Frames/V69/253.png,253.png,21.75
13153,V69,0,EmbryonVideoClassif/Frames/V69/254.png,254.png,21.75
13154,V69,0,EmbryonVideoClassif/Frames/V69/255.png,255.png,21.75
13155,V69,0,EmbryonVideoClassif/Frames/V69/256.png,256.png,21.75
13156,V69,0,EmbryonVideoClassif/Frames/V69/257.png,257.png,21.75
13157,V69,0,EmbryonVideoClassif/Frames/V69/258.png,258.png,21.75
13158,V69,0,EmbryonVideoClassif/Frames/V69/259.png,259.png,21.75
13159,V69,0,EmbryonVideoClassif/Frames/V69/260.png,260.png,21.75
13160,V69,0,EmbryonVideoClassif/Frames/V69/261.png,261.png,21.75
13161,V69,0,EmbryonVideoClassif/Frames/V69/262.png,262.png,21.75
13162,V69,0,EmbryonVideoClassif/Frames/V69/263.png,263.png,21.75
13163,V69,0,EmbryonVideoClassif/Frames/V69/264.png,264.png,21.75
13164,V69,0,EmbryonVideoClassif/Frames/V69/265.png,265.png,21.75
13165,V69,0,EmbryonVideoClassif/Frames/V69/266.png,266.png,21.75
13166,V69,0,EmbryonVideoClassif/Frames/V69/267.png,267.png,21.75
13167,V69,0,EmbryonVideoClassif/Frames/V69/268.png,268.png,21.75
13168,V69,0,EmbryonVideoClassif/Frames/V69/269.png,269.png,21.75
13169,V69,0,EmbryonVideoClassif/Frames/V69/270.png,270.png,21.75
13170,V69,0,EmbryonVideoClassif/Frames/V69/271.png,271.png,21.75
13171,V69,0,EmbryonVideoClassif/Frames/V69/272.png,272.png,21.75
13172,V69,0,EmbryonVideoClassif/Frames/V69/273.png,273.png,21.75
13173,V69,0,EmbryonVideoClassif/Frames/V69/274.png,274.png,21.75
13174,V69,0,EmbryonVideoClassif/Frames/V69/275.png,275.png,21.75
13175,V69,0,EmbryonVideoClassif/Frames/V69/276.png,276.png,21.75
13176,V69,0,EmbryonVideoClassif/Frames/V69/277.png,277.png,21.75
13177,V69,0,EmbryonVideoClassif/Frames/V69/278.png,278.png,21.75
13178,V69,0,EmbryonVideoClassif/Frames/V69/279.png,279.png,21.75
13179,V69,0,EmbryonVideoClassif/Frames/V69/280.png,280.png,21.75
13180,V69,0,EmbryonVideoClassif/Frames/V69/281.png,281.png,21.75
13181,V69,0,EmbryonVideoClassif/Frames/V69/282.png,282.png,21.75
13182,V69,0,EmbryonVideoClassif/Frames/V69/283.png,283.png,21.75
13183,V69,0,EmbryonVideoClassif/Frames/V69/284.png,284.png,21.75
13184,V69,0,EmbryonVideoClassif/Frames/V69/285.png,285.png,21.75
13185,V69,0,EmbryonVideoClassif/Frames/V69/286.png,286.png,21.75
13186,V69,0,EmbryonVideoClassif/Frames/V69/287.png,287.png,21.75
13187,V69,0,EmbryonVideoClassif/Frames/V69/288.png,288.png,21.75
13188,V69,0,EmbryonVideoClassif/Frames/V69/289.png,289.png,21.75
13189,V69,0,EmbryonVideoClassif/Frames/V69/290.png,290.png,21.75
13190,V69,0,EmbryonVideoClassif/Frames/V69/291.png,291.png,21.75
13191,V69,0,EmbryonVideoClassif/Frames/V69/292.png,292.png,21.75
13192,V69,0,EmbryonVideoClassif/Frames/V69/293.png,293.png,21.75
13193,V69,0,EmbryonVideoClassif/Frames/V69/294.png,294.png,21.75
13194,V69,0,EmbryonVideoClassif/Frames/V69/295.png,295.png,21.75
13195,V69,0,EmbryonVideoClassif/Frames/V69/296.png,296.png,21.75
13196,V69,0,EmbryonVideoClassif/Frames/V69/297.png,297.png,21.75
13197,V69,0,EmbryonVideoClassif/Frames/V69/298.png,298.png,21.75
13198,V69,0,EmbryonVideoClassif/Frames/V69/299.png,299.png,21.75
13199,V69,0,EmbryonVideoClassif/Frames/V69/300.png,300.png,21.75
13200,V71,1,EmbryonVideoClassif/Frames/V71/1.png,1.png,21.75
13201,V71,1,EmbryonVideoClassif/Frames/V71/2.png,2.png,21.75
13202,V71,1,EmbryonVideoClassif/Frames/V71/3.png,3.png,21.75
13203,V71,1,EmbryonVideoClassif/Frames/V71/4.png,4.png,21.75
13204,V71,1,EmbryonVideoClassif/Frames/V71/5.png,5.png,21.75
13205,V71,1,EmbryonVideoClassif/Frames/V71/6.png,6.png,21.75
13206,V71,1,EmbryonVideoClassif/Frames/V71/7.png,7.png,21.75
13207,V71,1,EmbryonVideoClassif/Frames/V71/8.png,8.png,21.75
13208,V71,1,EmbryonVideoClassif/Frames/V71/9.png,9.png,21.75
13209,V71,1,EmbryonVideoClassif/Frames/V71/10.png,10.png,21.75
13210,V71,1,EmbryonVideoClassif/Frames/V71/11.png,11.png,21.75
13211,V71,1,EmbryonVideoClassif/Frames/V71/12.png,12.png,21.75
13212,V71,1,EmbryonVideoClassif/Frames/V71/13.png,13.png,21.75
13213,V71,1,EmbryonVideoClassif/Frames/V71/14.png,14.png,21.75
13214,V71,1,EmbryonVideoClassif/Frames/V71/15.png,15.png,21.75
13215,V71,1,EmbryonVideoClassif/Frames/V71/16.png,16.png,21.75
13216,V71,1,EmbryonVideoClassif/Frames/V71/17.png,17.png,21.75
13217,V71,1,EmbryonVideoClassif/Frames/V71/18.png,18.png,21.75
13218,V71,1,EmbryonVideoClassif/Frames/V71/19.png,19.png,21.75
13219,V71,1,EmbryonVideoClassif/Frames/V71/20.png,20.png,21.75
13220,V71,1,EmbryonVideoClassif/Frames/V71/21.png,21.png,21.75
13221,V71,1,EmbryonVideoClassif/Frames/V71/22.png,22.png,21.75
13222,V71,1,EmbryonVideoClassif/Frames/V71/23.png,23.png,21.75
13223,V71,1,EmbryonVideoClassif/Frames/V71/24.png,24.png,21.75
13224,V71,1,EmbryonVideoClassif/Frames/V71/25.png,25.png,21.75
13225,V71,1,EmbryonVideoClassif/Frames/V71/26.png,26.png,21.75
13226,V71,1,EmbryonVideoClassif/Frames/V71/27.png,27.png,21.75
13227,V71,1,EmbryonVideoClassif/Frames/V71/28.png,28.png,21.75
13228,V71,1,EmbryonVideoClassif/Frames/V71/29.png,29.png,21.75
13229,V71,1,EmbryonVideoClassif/Frames/V71/30.png,30.png,21.75
13230,V71,1,EmbryonVideoClassif/Frames/V71/31.png,31.png,21.75
13231,V71,1,EmbryonVideoClassif/Frames/V71/32.png,32.png,21.75
13232,V71,1,EmbryonVideoClassif/Frames/V71/33.png,33.png,21.75
13233,V71,1,EmbryonVideoClassif/Frames/V71/34.png,34.png,21.75
13234,V71,1,EmbryonVideoClassif/Frames/V71/35.png,35.png,21.75
13235,V71,1,EmbryonVideoClassif/Frames/V71/36.png,36.png,21.75
13236,V71,1,EmbryonVideoClassif/Frames/V71/37.png,37.png,21.75
13237,V71,1,EmbryonVideoClassif/Frames/V71/38.png,38.png,21.75
13238,V71,1,EmbryonVideoClassif/Frames/V71/39.png,39.png,21.75
13239,V71,1,EmbryonVideoClassif/Frames/V71/40.png,40.png,21.75
13240,V71,1,EmbryonVideoClassif/Frames/V71/41.png,41.png,21.75
13241,V71,1,EmbryonVideoClassif/Frames/V71/42.png,42.png,21.75
13242,V71,1,EmbryonVideoClassif/Frames/V71/43.png,43.png,21.75
13243,V71,1,EmbryonVideoClassif/Frames/V71/44.png,44.png,21.75
13244,V71,1,EmbryonVideoClassif/Frames/V71/45.png,45.png,21.75
13245,V71,1,EmbryonVideoClassif/Frames/V71/46.png,46.png,21.75
13246,V71,1,EmbryonVideoClassif/Frames/V71/47.png,47.png,21.75
13247,V71,1,EmbryonVideoClassif/Frames/V71/48.png,48.png,21.75
13248,V71,1,EmbryonVideoClassif/Frames/V71/49.png,49.png,21.75
13249,V71,1,EmbryonVideoClassif/Frames/V71/50.png,50.png,21.75
13250,V71,1,EmbryonVideoClassif/Frames/V71/51.png,51.png,21.75
13251,V71,1,EmbryonVideoClassif/Frames/V71/52.png,52.png,21.75
13252,V71,1,EmbryonVideoClassif/Frames/V71/53.png,53.png,21.75
13253,V71,1,EmbryonVideoClassif/Frames/V71/54.png,54.png,21.75
13254,V71,1,EmbryonVideoClassif/Frames/V71/55.png,55.png,21.75
13255,V71,1,EmbryonVideoClassif/Frames/V71/56.png,56.png,21.75
13256,V71,1,EmbryonVideoClassif/Frames/V71/57.png,57.png,21.75
13257,V71,1,EmbryonVideoClassif/Frames/V71/58.png,58.png,21.75
13258,V71,1,EmbryonVideoClassif/Frames/V71/59.png,59.png,21.75
13259,V71,1,EmbryonVideoClassif/Frames/V71/60.png,60.png,21.75
13260,V71,1,EmbryonVideoClassif/Frames/V71/61.png,61.png,21.75
13261,V71,1,EmbryonVideoClassif/Frames/V71/62.png,62.png,21.75
13262,V71,1,EmbryonVideoClassif/Frames/V71/63.png,63.png,21.75
13263,V71,1,EmbryonVideoClassif/Frames/V71/64.png,64.png,21.75
13264,V71,1,EmbryonVideoClassif/Frames/V71/65.png,65.png,21.75
13265,V71,1,EmbryonVideoClassif/Frames/V71/66.png,66.png,21.75
13266,V71,1,EmbryonVideoClassif/Frames/V71/67.png,67.png,21.75
13267,V71,1,EmbryonVideoClassif/Frames/V71/68.png,68.png,21.75
13268,V71,1,EmbryonVideoClassif/Frames/V71/69.png,69.png,21.75
13269,V71,1,EmbryonVideoClassif/Frames/V71/70.png,70.png,21.75
13270,V71,1,EmbryonVideoClassif/Frames/V71/71.png,71.png,21.75
13271,V71,1,EmbryonVideoClassif/Frames/V71/72.png,72.png,21.75
13272,V71,1,EmbryonVideoClassif/Frames/V71/73.png,73.png,21.75
13273,V71,1,EmbryonVideoClassif/Frames/V71/74.png,74.png,21.75
13274,V71,1,EmbryonVideoClassif/Frames/V71/75.png,75.png,21.75
13275,V71,1,EmbryonVideoClassif/Frames/V71/76.png,76.png,21.75
13276,V71,1,EmbryonVideoClassif/Frames/V71/77.png,77.png,21.75
13277,V71,1,EmbryonVideoClassif/Frames/V71/78.png,78.png,21.75
13278,V71,1,EmbryonVideoClassif/Frames/V71/79.png,79.png,21.75
13279,V71,1,EmbryonVideoClassif/Frames/V71/80.png,80.png,21.75
13280,V71,1,EmbryonVideoClassif/Frames/V71/81.png,81.png,21.75
13281,V71,1,EmbryonVideoClassif/Frames/V71/82.png,82.png,21.75
13282,V71,1,EmbryonVideoClassif/Frames/V71/83.png,83.png,21.75
13283,V71,1,EmbryonVideoClassif/Frames/V71/84.png,84.png,21.75
13284,V71,1,EmbryonVideoClassif/Frames/V71/85.png,85.png,21.75
13285,V71,1,EmbryonVideoClassif/Frames/V71/86.png,86.png,21.75
13286,V71,1,EmbryonVideoClassif/Frames/V71/87.png,87.png,21.75
13287,V71,1,EmbryonVideoClassif/Frames/V71/88.png,88.png,21.75
13288,V71,1,EmbryonVideoClassif/Frames/V71/89.png,89.png,21.75
13289,V71,1,EmbryonVideoClassif/Frames/V71/90.png,90.png,21.75
13290,V71,1,EmbryonVideoClassif/Frames/V71/91.png,91.png,21.75
13291,V71,1,EmbryonVideoClassif/Frames/V71/92.png,92.png,21.75
13292,V71,1,EmbryonVideoClassif/Frames/V71/93.png,93.png,21.75
13293,V71,1,EmbryonVideoClassif/Frames/V71/94.png,94.png,21.75
13294,V71,1,EmbryonVideoClassif/Frames/V71/95.png,95.png,21.75
13295,V71,1,EmbryonVideoClassif/Frames/V71/96.png,96.png,21.75
13296,V71,1,EmbryonVideoClassif/Frames/V71/97.png,97.png,21.75
13297,V71,1,EmbryonVideoClassif/Frames/V71/98.png,98.png,21.75
13298,V71,1,EmbryonVideoClassif/Frames/V71/99.png,99.png,21.75
13299,V71,1,EmbryonVideoClassif/Frames/V71/100.png,100.png,21.75
13300,V71,1,EmbryonVideoClassif/Frames/V71/101.png,101.png,21.75
13301,V71,1,EmbryonVideoClassif/Frames/V71/102.png,102.png,21.75
13302,V71,1,EmbryonVideoClassif/Frames/V71/103.png,103.png,21.75
13303,V71,1,EmbryonVideoClassif/Frames/V71/104.png,104.png,21.75
13304,V71,1,EmbryonVideoClassif/Frames/V71/105.png,105.png,21.75
13305,V71,1,EmbryonVideoClassif/Frames/V71/106.png,106.png,21.75
13306,V71,1,EmbryonVideoClassif/Frames/V71/107.png,107.png,21.75
13307,V71,1,EmbryonVideoClassif/Frames/V71/108.png,108.png,21.75
13308,V71,1,EmbryonVideoClassif/Frames/V71/109.png,109.png,21.75
13309,V71,1,EmbryonVideoClassif/Frames/V71/110.png,110.png,21.75
13310,V71,1,EmbryonVideoClassif/Frames/V71/111.png,111.png,21.75
13311,V71,1,EmbryonVideoClassif/Frames/V71/112.png,112.png,21.75
13312,V71,1,EmbryonVideoClassif/Frames/V71/113.png,113.png,21.75
13313,V71,1,EmbryonVideoClassif/Frames/V71/114.png,114.png,21.75
13314,V71,1,EmbryonVideoClassif/Frames/V71/115.png,115.png,21.75
13315,V71,1,EmbryonVideoClassif/Frames/V71/116.png,116.png,21.75
13316,V71,1,EmbryonVideoClassif/Frames/V71/117.png,117.png,21.75
13317,V71,1,EmbryonVideoClassif/Frames/V71/118.png,118.png,21.75
13318,V71,1,EmbryonVideoClassif/Frames/V71/119.png,119.png,21.75
13319,V71,1,EmbryonVideoClassif/Frames/V71/120.png,120.png,21.75
13320,V71,1,EmbryonVideoClassif/Frames/V71/121.png,121.png,21.75
13321,V71,1,EmbryonVideoClassif/Frames/V71/122.png,122.png,21.75
13322,V71,1,EmbryonVideoClassif/Frames/V71/123.png,123.png,21.75
13323,V71,1,EmbryonVideoClassif/Frames/V71/124.png,124.png,21.75
13324,V71,1,EmbryonVideoClassif/Frames/V71/125.png,125.png,21.75
13325,V71,1,EmbryonVideoClassif/Frames/V71/126.png,126.png,21.75
13326,V71,1,EmbryonVideoClassif/Frames/V71/127.png,127.png,21.75
13327,V71,1,EmbryonVideoClassif/Frames/V71/128.png,128.png,21.75
13328,V71,1,EmbryonVideoClassif/Frames/V71/129.png,129.png,21.75
13329,V71,1,EmbryonVideoClassif/Frames/V71/130.png,130.png,21.75
13330,V71,1,EmbryonVideoClassif/Frames/V71/131.png,131.png,21.75
13331,V71,1,EmbryonVideoClassif/Frames/V71/132.png,132.png,21.75
13332,V71,1,EmbryonVideoClassif/Frames/V71/133.png,133.png,21.75
13333,V71,1,EmbryonVideoClassif/Frames/V71/134.png,134.png,21.75
13334,V71,1,EmbryonVideoClassif/Frames/V71/135.png,135.png,21.75
13335,V71,1,EmbryonVideoClassif/Frames/V71/136.png,136.png,21.75
13336,V71,1,EmbryonVideoClassif/Frames/V71/137.png,137.png,21.75
13337,V71,1,EmbryonVideoClassif/Frames/V71/138.png,138.png,21.75
13338,V71,1,EmbryonVideoClassif/Frames/V71/139.png,139.png,21.75
13339,V71,1,EmbryonVideoClassif/Frames/V71/140.png,140.png,21.75
13340,V71,1,EmbryonVideoClassif/Frames/V71/141.png,141.png,21.75
13341,V71,1,EmbryonVideoClassif/Frames/V71/142.png,142.png,21.75
13342,V71,1,EmbryonVideoClassif/Frames/V71/143.png,143.png,21.75
13343,V71,1,EmbryonVideoClassif/Frames/V71/144.png,144.png,21.75
13344,V71,1,EmbryonVideoClassif/Frames/V71/145.png,145.png,21.75
13345,V71,1,EmbryonVideoClassif/Frames/V71/146.png,146.png,21.75
13346,V71,1,EmbryonVideoClassif/Frames/V71/147.png,147.png,21.75
13347,V71,1,EmbryonVideoClassif/Frames/V71/148.png,148.png,21.75
13348,V71,1,EmbryonVideoClassif/Frames/V71/149.png,149.png,21.75
13349,V71,1,EmbryonVideoClassif/Frames/V71/150.png,150.png,21.75
13350,V71,1,EmbryonVideoClassif/Frames/V71/151.png,151.png,21.75
13351,V71,1,EmbryonVideoClassif/Frames/V71/152.png,152.png,21.75
13352,V71,1,EmbryonVideoClassif/Frames/V71/153.png,153.png,21.75
13353,V71,1,EmbryonVideoClassif/Frames/V71/154.png,154.png,21.75
13354,V71,1,EmbryonVideoClassif/Frames/V71/155.png,155.png,21.75
13355,V71,1,EmbryonVideoClassif/Frames/V71/156.png,156.png,21.75
13356,V71,1,EmbryonVideoClassif/Frames/V71/157.png,157.png,21.75
13357,V71,1,EmbryonVideoClassif/Frames/V71/158.png,158.png,21.75
13358,V71,1,EmbryonVideoClassif/Frames/V71/159.png,159.png,21.75
13359,V71,1,EmbryonVideoClassif/Frames/V71/160.png,160.png,21.75
13360,V71,1,EmbryonVideoClassif/Frames/V71/161.png,161.png,21.75
13361,V71,1,EmbryonVideoClassif/Frames/V71/162.png,162.png,21.75
13362,V71,1,EmbryonVideoClassif/Frames/V71/163.png,163.png,21.75
13363,V71,1,EmbryonVideoClassif/Frames/V71/164.png,164.png,21.75
13364,V71,1,EmbryonVideoClassif/Frames/V71/165.png,165.png,21.75
13365,V71,1,EmbryonVideoClassif/Frames/V71/166.png,166.png,21.75
13366,V71,1,EmbryonVideoClassif/Frames/V71/167.png,167.png,21.75
13367,V71,1,EmbryonVideoClassif/Frames/V71/168.png,168.png,21.75
13368,V71,1,EmbryonVideoClassif/Frames/V71/169.png,169.png,21.75
13369,V71,1,EmbryonVideoClassif/Frames/V71/170.png,170.png,21.75
13370,V71,1,EmbryonVideoClassif/Frames/V71/171.png,171.png,21.75
13371,V71,1,EmbryonVideoClassif/Frames/V71/172.png,172.png,21.75
13372,V71,1,EmbryonVideoClassif/Frames/V71/173.png,173.png,21.75
13373,V71,1,EmbryonVideoClassif/Frames/V71/174.png,174.png,21.75
13374,V71,1,EmbryonVideoClassif/Frames/V71/175.png,175.png,21.75
13375,V71,1,EmbryonVideoClassif/Frames/V71/176.png,176.png,21.75
13376,V71,1,EmbryonVideoClassif/Frames/V71/177.png,177.png,21.75
13377,V71,1,EmbryonVideoClassif/Frames/V71/178.png,178.png,21.75
13378,V71,1,EmbryonVideoClassif/Frames/V71/179.png,179.png,21.75
13379,V71,1,EmbryonVideoClassif/Frames/V71/180.png,180.png,21.75
13380,V71,1,EmbryonVideoClassif/Frames/V71/181.png,181.png,21.75
13381,V71,1,EmbryonVideoClassif/Frames/V71/182.png,182.png,21.75
13382,V71,1,EmbryonVideoClassif/Frames/V71/183.png,183.png,21.75
13383,V71,1,EmbryonVideoClassif/Frames/V71/184.png,184.png,21.75
13384,V71,1,EmbryonVideoClassif/Frames/V71/185.png,185.png,21.75
13385,V71,1,EmbryonVideoClassif/Frames/V71/186.png,186.png,21.75
13386,V71,1,EmbryonVideoClassif/Frames/V71/187.png,187.png,21.75
13387,V71,1,EmbryonVideoClassif/Frames/V71/188.png,188.png,21.75
13388,V71,1,EmbryonVideoClassif/Frames/V71/189.png,189.png,21.75
13389,V71,1,EmbryonVideoClassif/Frames/V71/190.png,190.png,21.75
13390,V71,1,EmbryonVideoClassif/Frames/V71/191.png,191.png,21.75
13391,V71,1,EmbryonVideoClassif/Frames/V71/192.png,192.png,21.75
13392,V71,1,EmbryonVideoClassif/Frames/V71/193.png,193.png,21.75
13393,V71,1,EmbryonVideoClassif/Frames/V71/194.png,194.png,21.75
13394,V71,1,EmbryonVideoClassif/Frames/V71/195.png,195.png,21.75
13395,V71,1,EmbryonVideoClassif/Frames/V71/196.png,196.png,21.75
13396,V71,1,EmbryonVideoClassif/Frames/V71/197.png,197.png,21.75
13397,V71,1,EmbryonVideoClassif/Frames/V71/198.png,198.png,21.75
13398,V71,1,EmbryonVideoClassif/Frames/V71/199.png,199.png,21.75
13399,V71,1,EmbryonVideoClassif/Frames/V71/200.png,200.png,21.75
13400,V71,1,EmbryonVideoClassif/Frames/V71/201.png,201.png,21.75
13401,V71,1,EmbryonVideoClassif/Frames/V71/202.png,202.png,21.75
13402,V71,1,EmbryonVideoClassif/Frames/V71/203.png,203.png,21.75
13403,V71,1,EmbryonVideoClassif/Frames/V71/204.png,204.png,21.75
13404,V71,1,EmbryonVideoClassif/Frames/V71/205.png,205.png,21.75
13405,V71,1,EmbryonVideoClassif/Frames/V71/206.png,206.png,21.75
13406,V71,1,EmbryonVideoClassif/Frames/V71/207.png,207.png,21.75
13407,V71,1,EmbryonVideoClassif/Frames/V71/208.png,208.png,21.75
13408,V71,1,EmbryonVideoClassif/Frames/V71/209.png,209.png,21.75
13409,V71,1,EmbryonVideoClassif/Frames/V71/210.png,210.png,21.75
13410,V71,1,EmbryonVideoClassif/Frames/V71/211.png,211.png,21.75
13411,V71,1,EmbryonVideoClassif/Frames/V71/212.png,212.png,21.75
13412,V71,1,EmbryonVideoClassif/Frames/V71/213.png,213.png,21.75
13413,V71,1,EmbryonVideoClassif/Frames/V71/214.png,214.png,21.75
13414,V71,1,EmbryonVideoClassif/Frames/V71/215.png,215.png,21.75
13415,V71,1,EmbryonVideoClassif/Frames/V71/216.png,216.png,21.75
13416,V71,1,EmbryonVideoClassif/Frames/V71/217.png,217.png,21.75
13417,V71,1,EmbryonVideoClassif/Frames/V71/218.png,218.png,21.75
13418,V71,1,EmbryonVideoClassif/Frames/V71/219.png,219.png,21.75
13419,V71,1,EmbryonVideoClassif/Frames/V71/220.png,220.png,21.75
13420,V71,1,EmbryonVideoClassif/Frames/V71/221.png,221.png,21.75
13421,V71,1,EmbryonVideoClassif/Frames/V71/222.png,222.png,21.75
13422,V71,1,EmbryonVideoClassif/Frames/V71/223.png,223.png,21.75
13423,V71,1,EmbryonVideoClassif/Frames/V71/224.png,224.png,21.75
13424,V71,1,EmbryonVideoClassif/Frames/V71/225.png,225.png,21.75
13425,V71,1,EmbryonVideoClassif/Frames/V71/226.png,226.png,21.75
13426,V71,1,EmbryonVideoClassif/Frames/V71/227.png,227.png,21.75
13427,V71,1,EmbryonVideoClassif/Frames/V71/228.png,228.png,21.75
13428,V71,1,EmbryonVideoClassif/Frames/V71/229.png,229.png,21.75
13429,V71,1,EmbryonVideoClassif/Frames/V71/230.png,230.png,21.75
13430,V71,1,EmbryonVideoClassif/Frames/V71/231.png,231.png,21.75
13431,V71,1,EmbryonVideoClassif/Frames/V71/232.png,232.png,21.75
13432,V71,1,EmbryonVideoClassif/Frames/V71/233.png,233.png,21.75
13433,V71,1,EmbryonVideoClassif/Frames/V71/234.png,234.png,21.75
13434,V71,1,EmbryonVideoClassif/Frames/V71/235.png,235.png,21.75
13435,V71,1,EmbryonVideoClassif/Frames/V71/236.png,236.png,21.75
13436,V71,1,EmbryonVideoClassif/Frames/V71/237.png,237.png,21.75
13437,V71,1,EmbryonVideoClassif/Frames/V71/238.png,238.png,21.75
13438,V71,1,EmbryonVideoClassif/Frames/V71/239.png,239.png,21.75
13439,V71,1,EmbryonVideoClassif/Frames/V71/240.png,240.png,21.75
13440,V71,1,EmbryonVideoClassif/Frames/V71/241.png,241.png,21.75
13441,V71,1,EmbryonVideoClassif/Frames/V71/242.png,242.png,21.75
13442,V71,1,EmbryonVideoClassif/Frames/V71/243.png,243.png,21.75
13443,V71,1,EmbryonVideoClassif/Frames/V71/244.png,244.png,21.75
13444,V71,1,EmbryonVideoClassif/Frames/V71/245.png,245.png,21.75
13445,V71,1,EmbryonVideoClassif/Frames/V71/246.png,246.png,21.75
13446,V71,1,EmbryonVideoClassif/Frames/V71/247.png,247.png,21.75
13447,V71,1,EmbryonVideoClassif/Frames/V71/248.png,248.png,21.75
13448,V71,1,EmbryonVideoClassif/Frames/V71/249.png,249.png,21.75
13449,V71,1,EmbryonVideoClassif/Frames/V71/250.png,250.png,21.75
13450,V71,1,EmbryonVideoClassif/Frames/V71/251.png,251.png,21.75
13451,V71,1,EmbryonVideoClassif/Frames/V71/252.png,252.png,21.75
13452,V71,1,EmbryonVideoClassif/Frames/V71/253.png,253.png,21.75
13453,V71,1,EmbryonVideoClassif/Frames/V71/254.png,254.png,21.75
13454,V71,1,EmbryonVideoClassif/Frames/V71/255.png,255.png,21.75
13455,V71,1,EmbryonVideoClassif/Frames/V71/256.png,256.png,21.75
13456,V71,1,EmbryonVideoClassif/Frames/V71/257.png,257.png,21.75
13457,V71,1,EmbryonVideoClassif/Frames/V71/258.png,258.png,21.75
13458,V71,1,EmbryonVideoClassif/Frames/V71/259.png,259.png,21.75
13459,V71,1,EmbryonVideoClassif/Frames/V71/260.png,260.png,21.75
13460,V71,1,EmbryonVideoClassif/Frames/V71/261.png,261.png,21.75
13461,V71,1,EmbryonVideoClassif/Frames/V71/262.png,262.png,21.75
13462,V71,1,EmbryonVideoClassif/Frames/V71/263.png,263.png,21.75
13463,V71,1,EmbryonVideoClassif/Frames/V71/264.png,264.png,21.75
13464,V71,1,EmbryonVideoClassif/Frames/V71/265.png,265.png,21.75
13465,V71,1,EmbryonVideoClassif/Frames/V71/266.png,266.png,21.75
13466,V71,1,EmbryonVideoClassif/Frames/V71/267.png,267.png,21.75
13467,V71,1,EmbryonVideoClassif/Frames/V71/268.png,268.png,21.75
